profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
"Engineering professional skilled in python, c++, c#. Targeting a role in Backend and Server-side Development. Focus area: Sr Flight Modeling Simulation Software Engineers C/C C Unreal/Unity Engine.",SWE_BACKEND,postings,8,"Engineering professional skilled in python, c++, c#","Engineering student with skills in python, c++, c#."
"Engineering professional skilled in google cloud, bigquery, python, kafka, sql, gcp. Targeting a role in Data Engineering and Pipelines. Focus area: Gcp Data Engineer- Only W2.",DATA_ENGINEER,postings,3,"Engineering professional skilled in google cloud, bigquery, python, kafka, sql, gcp","Engineering student with skills in bigquery, python, kafka, sql, gcp."
"Engineering professional skilled in snowflake, python, etl, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Informatica Etl Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in snowflake, python, etl, aws","Engineering student with skills in snowflake, python, aws."
"Engineering professional skilled in containerization, devops, ci/cd. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Devops Platform Manager.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in containerization, devops, ci/cd","Engineering student with skills in devops, ci/cd."
"Engineering professional skilled in design patterns, react.js, react, agile, .net, aws, c#. Targeting a role in Full Stack Web Development. Focus area: Full Stack Engineer Net.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in design patterns, react.js, react, agile, .net, aws, c#","Engineering student with skills in design patterns, react, agile, aws, c#."
"Engineering student in AIML with CGPA 5.6 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Tableau, Pandas, Data Visualisation. Has completed 2 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers early-stage startup (high risk, high ownership) work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in AIML with CGPA 5.6 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Tableau, Pandas, Data Visualisation. Has completed 2 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers early-stage startup (high risk, high ownership) work environment","Engineering student with skills in data analysis, tableau, pandas, excel, sql. CGPA 5.6."
"Engineering professional skilled in incident response, terraform, python, devops, bash, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Aws Devops Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in incident response, terraform, python, devops, bash, aws","Engineering student with skills in terraform, python, devops, bash, aws."
"Engineering student in CSE with CGPA 6.7 out of 10. Skilled in JavaScript, React, Node.js, REST API, MySQL, Express.js. Has completed 6 projects and 1 internship(s). Targeting Full Stack Web Development roles. Prefers large product company (faang / top tech) work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in CSE with CGPA 6.7 out of 10. Skilled in JavaScript, React, Node.js, REST API, MySQL, Express.js. Has completed 6 projects and 1 internship(s). Targeting Full Stack Web Development roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in javascript, rest api, node.js, express, react, mysql. CGPA 6.7."
"Engineering professional skilled in dashboard, reporting. Targeting a role in Backend and Server-side Development. Focus area: Senior Software Engineer 32707699.",SWE_BACKEND,postings,8,"Engineering professional skilled in dashboard, reporting","Engineering student. Engineering professional skilled in dashboard, reporting"
"Engineering professional skilled in spring boot, postgresql, dynamodb, spring, lambda, mysql, ci/cd, java. Targeting a role in Backend and Server-side Development. Focus area: Lead Java Backend Developer With Aws Certified.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, postgresql, dynamodb, spring, lambda, mysql, ci/cd, java","Engineering student with skills in spring boot, postgresql, dynamodb, spring, mysql, ci/cd, java."
"Engineering student in AIDS with CGPA 6.4 out of 10. Skilled in Python, REST API, Git, PostgreSQL, MySQL, DSA. Has completed 4 projects and 1 internship(s). Targeting Backend and Server-side Development roles. Prefers early-stage startup (high risk, high ownership) work environment.",SWE_BACKEND,synthetic_college,8,"Engineering student in AIDS with CGPA 6.4 out of 10. Skilled in Python, REST API, Git, PostgreSQL, MySQL, DSA. Has completed 4 projects and 1 internship(s). Targeting Backend and Server-side Development roles. Prefers early-stage startup (high risk, high ownership) work environment","Engineering student with skills in postgresql, rest api, python, mysql, git, dsa. CGPA 6.4."
Engineering graduate in Commerce and Management with CGPA 5.9 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 5.9 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 5.9 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 5.9.
Engineering graduate in Commerce and Management with CGPA 7.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 7.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 7.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 7.8.
"Engineering professional skilled in machine learning, cybersecurity, llm, nlp. Targeting a role in AI and Machine Learning. Focus area: Principal Machine Learning Engineer Ai Nlp Llm Generative Ai.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, cybersecurity, llm, nlp","Engineering student with skills in machine learning, cybersecurity, nlp."
"Engineering student in CSD with CGPA 7.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Pandas, Python, Statistics. Has completed 2 projects and 3 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in CSD with CGPA 7.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Pandas, Python, Statistics. Has completed 2 projects and 3 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers service-based company work environment","Engineering student with skills in data analysis, statistics, python, pandas, excel, sql. CGPA 7.2."
"Engineering professional skilled in machine learning, data analytics, databricks, data lake, terraform, power bi, devops, azure. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Terraform Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in machine learning, data analytics, databricks, data lake, terraform, power bi, devops, azure","Engineering student with skills in machine learning, databricks, terraform, power bi, devops, azure."
"Engineering student in ISE with CGPA 6.2 out of 10. Skilled in System Design, Communication, Data Analysis, Agile/Scrum, Product Strategy, User Research. Has completed 2 projects and 1 internship(s). Targeting Product Management and Strategy roles. Prefers mid-size product startup work environment.",PRODUCT_MANAGER,synthetic_college,7,"Engineering student in ISE with CGPA 6.2 out of 10. Skilled in System Design, Communication, Data Analysis, Agile/Scrum, Product Strategy, User Research. Has completed 2 projects and 1 internship(s). Targeting Product Management and Strategy roles. Prefers mid-size product startup work environment","Engineering student with skills in product management, system design, data analysis, agile, scrum. CGPA 6.2."
Engineering graduate in General Studies with CGPA 6.4 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Backend and Server-side Development roles.,SWE_BACKEND,placement,8,Engineering graduate in General Studies with CGPA 6.4 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Backend and Server-side Development roles,Engineering student. Engineering graduate in General Studies with CGPA 6.4 out of 10. Specialised in Marketing and Human Resources. Has prior work experience. Targeting Backend and Server-side Development roles CGPA 6.4.
"Engineering professional skilled in product management, reporting, power bi. Targeting a role in Product Management and Strategy. Focus area: Project Manager Legal Case Management.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, reporting, power bi","Engineering student with skills in product management, power bi."
"Engineering professional skilled in typescript, angular, ci/cd. Targeting a role in Frontend and UI Development. Focus area: Angular Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in typescript, angular, ci/cd","Engineering student with skills in typescript, angular, ci/cd."
"Engineering professional skilled in natural language processing, machine learning, neural network, classification, deep learning, scikit-learn, data science, tensorflow. Targeting a role in AI and Machine Learning. Focus area: Machine Learning Engineer- 10 Year Exp.",AIML_ENGINEER,postings,0,"Engineering professional skilled in natural language processing, machine learning, neural network, classification, deep learning, scikit-learn, data science, tensorflow","Engineering student with skills in machine learning, natural language, deep learning, scikit-learn, data science, tensorflow."
"Engineering professional skilled in kubernetes, terraform, spring, devops, java, gcp. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Senior Gcp Cloud Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in kubernetes, terraform, spring, devops, java, gcp","Engineering student with skills in kubernetes, terraform, spring, devops, java, gcp."
"Engineering professional skilled in data analytics, dashboard. Targeting a role in Data Analytics and Business Intelligence. Focus area: Salesforces Business Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, dashboard","Engineering student. Engineering professional skilled in data analytics, dashboard"
"Engineering professional skilled in roadmap, scala, java. Targeting a role in Backend and Server-side Development. Focus area: Associate Software Developer Java/Scala.",SWE_BACKEND,postings,8,"Engineering professional skilled in roadmap, scala, java","Engineering student with skills in scala, java."
"Engineering professional skilled in devops, jira. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Project Manager With Network Engineering Background.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, jira","Engineering student with skills in devops, jira."
"Engineering professional skilled in machine learning, virtualization, sql. Targeting a role in AI and Machine Learning. Focus area: Gen Ai / Ai Service Line Technical Pre Sales Solutioning Sme.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, virtualization, sql","Engineering student with skills in machine learning, sql."
"Engineering professional skilled in embedded c, linux, c++. Targeting a role in Backend and Server-side Development. Focus area: Embedded Software Engineer Semiconductor Domain.",SWE_BACKEND,postings,8,"Engineering professional skilled in embedded c, linux, c++","Engineering student with skills in embedded c, linux, c++."
"Engineering professional skilled in product management, oracle, azure. Targeting a role in Product Management and Strategy. Focus area: Sr Principal Product Manager - Oci Multicloud.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, oracle, azure","Engineering student with skills in product management, oracle, azure."
"Engineering student in ISE with CGPA 5.8 out of 10. Skilled in JavaScript, React, Node.js, REST API, Git, MySQL. Has completed 0 projects and 2 internship(s). Targeting Full Stack Web Development roles. Prefers service-based company work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in ISE with CGPA 5.8 out of 10. Skilled in JavaScript, React, Node.js, REST API, Git, MySQL. Has completed 0 projects and 2 internship(s). Targeting Full Stack Web Development roles. Prefers service-based company work environment","Engineering student with skills in javascript, rest api, node.js, react, mysql, git. CGPA 5.8."
"Engineering professional skilled in microservices, typescript, python, java, aws. Targeting a role in Backend and Server-side Development. Focus area: Backend Java Senior Software Engineer Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in microservices, typescript, python, java, aws","Engineering student with skills in typescript, python, java, aws."
"Engineering professional skilled in angular, react. Targeting a role in Frontend and UI Development. Focus area: Ui Developer-W2 Contract.",SWE_FRONTEND,postings,9,"Engineering professional skilled in angular, react","Engineering student with skills in angular, react."
"Engineering professional skilled in databricks, terraform, airflow, devops, spark, azure, ci/cd, agile. Targeting a role in Data Engineering and Pipelines. Focus area: Databricks Data Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in databricks, terraform, airflow, devops, spark, azure, ci/cd, agile","Engineering student with skills in databricks, terraform, airflow, devops, spark, azure, ci/cd, agile."
"Engineering professional skilled in data analytics, looker. Targeting a role in Data Analytics and Business Intelligence. Focus area: Lead Marketing Data Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, looker","Engineering student. Engineering professional skilled in data analytics, looker"
"Engineering professional skilled in data visualization, machine learning, data science, python, swift, sql, ios. Targeting a role in AI and Machine Learning. Focus area: Data Science Visualization Engineer.",AIML_ENGINEER,postings,0,"Engineering professional skilled in data visualization, machine learning, data science, python, swift, sql, ios","Engineering student with skills in machine learning, data science, python, swift, sql."
"Engineering professional skilled in data visualization, data warehouse. Targeting a role in Data Engineering and Pipelines. Focus area: Data Warehouse Architect.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data visualization, data warehouse","Engineering student. Engineering professional skilled in data visualization, data warehouse"
Engineering professional skilled in asp.net. Targeting a role in Backend and Server-side Development. Focus area: Asp Net Software Engineer.,SWE_BACKEND,postings,8,Engineering professional skilled in asp.net,Engineering student with experience in asp.net.
"Engineering professional skilled in microsoft azure, google cloud, devops, azure, aws, gcp. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Network Cloud Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in microsoft azure, google cloud, devops, azure, aws, gcp","Engineering student with skills in devops, azure, aws, gcp."
Engineering graduate in Commerce and Management with CGPA 5.0 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 5.0 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 5.0.
Engineering professional skilled in databricks. Targeting a role in Data Engineering and Pipelines. Focus area: Senior Data Engineer Databricks.,DATA_ENGINEER,postings,3,Engineering professional skilled in databricks,Engineering student with experience in databricks.
"Engineering professional skilled in angular, node.js, java, node. Targeting a role in Frontend and UI Development. Focus area: Node Js/Angular Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in angular, node.js, java, node","Engineering student with skills in angular, node.js, java."
"Engineering professional skilled in javascript, typescript, reactjs, restful, react, redux, ci/cd, html. Targeting a role in Frontend and UI Development. Focus area: Ui React Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in javascript, typescript, reactjs, restful, react, redux, ci/cd, html","Engineering student with skills in javascript, typescript, react, ci/cd, html."
"Engineering professional skilled in agile, scrum, .net, c#. Targeting a role in Backend and Server-side Development. Focus area: Mid Level Net Core Backend Developer - Government Experience.",SWE_BACKEND,postings,8,"Engineering professional skilled in agile, scrum, .net, c#","Engineering student with skills in agile, scrum, c#."
"Engineering professional skilled in data structures, spring boot, javascript, algorithms, spring, react, redux, java. Targeting a role in Full Stack Web Development. Focus area: Fullstack Developer.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in data structures, spring boot, javascript, algorithms, spring, react, redux, java","Engineering student with skills in data structures, spring boot, javascript, algorithms, spring, react, java."
Engineering graduate in Science and Technology with CGPA 6.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Science and Technology with CGPA 6.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Science and Technology with CGPA 6.8 out of 10. Specialised in Marketing and Finance. Has prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.8.
"Engineering professional skilled in javascript, angular, agile, scrum, css. Targeting a role in Frontend and UI Development. Focus area: Junior Front End Developer - Government Experience Required.",SWE_FRONTEND,postings,9,"Engineering professional skilled in javascript, angular, agile, scrum, css","Engineering student with skills in javascript, angular, agile, scrum, css."
"Engineering professional skilled in kubernetes, devops, azure. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Site Reliability Engineer Only.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in kubernetes, devops, azure","Engineering student with skills in kubernetes, devops, azure."
Engineering graduate in Science and Technology with CGPA 6.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Science and Technology with CGPA 6.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Science and Technology with CGPA 6.2 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.2.
"Engineering professional skilled in machine learning, databricks, reporting, etl. Targeting a role in AI and Machine Learning. Focus area: Data Solutions Analyst Ii Managed Care - Finance Focus - R7269.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, databricks, reporting, etl","Engineering student with skills in machine learning, databricks."
"Engineering professional skilled in information security, penetration testing, cybersecurity, shell script, javascript, python, gitlab, azure. Targeting a role in Cybersecurity and Information Security. Focus area: Sr Application Security Engineer - 4 Days Onsite In Charlotte Nc Locals Only.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, penetration testing, cybersecurity, shell script, javascript, python, gitlab, azure","Engineering student with skills in information security, penetration testing, cybersecurity, javascript, python, azure."
"Engineering professional skilled in javascript, typescript, python, react. Targeting a role in Backend and Server-side Development. Focus area: Staff Software Engineer - Interactive Computing.",SWE_BACKEND,postings,8,"Engineering professional skilled in javascript, typescript, python, react","Engineering student with skills in javascript, typescript, python, react."
"Engineering professional skilled in cloudformation, postgresql, python, bash, sql, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Database Engineer Aurora.",DATA_ENGINEER,postings,3,"Engineering professional skilled in cloudformation, postgresql, python, bash, sql, aws","Engineering student with skills in postgresql, python, bash, sql, aws."
"Engineering professional skilled in google cloud, spring, java, gcp. Targeting a role in Backend and Server-side Development. Focus area: Senior Java Developer With Gcp Experience.",SWE_BACKEND,postings,8,"Engineering professional skilled in google cloud, spring, java, gcp","Engineering student with skills in spring, java, gcp."
"Engineering professional skilled in machine learning, deep learning, algorithms, aws. Targeting a role in AI and Machine Learning. Focus area: Senior Data Scientist - Forecasting.",AIML_ENGINEER,postings,0,"Engineering professional skilled in machine learning, deep learning, algorithms, aws","Engineering student with skills in machine learning, deep learning, algorithms, aws."
"Engineering professional skilled in data warehouse, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Lead Data Warehouse Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in data warehouse, etl","Engineering student. Engineering professional skilled in data warehouse, etl"
"Engineering professional skilled in natural language processing, machine learning, llm. Targeting a role in AI and Machine Learning. Focus area: Senior Applied Scientist Conversational Ai Modeling And Learning.",AIML_ENGINEER,postings,0,"Engineering professional skilled in natural language processing, machine learning, llm","Engineering student with skills in machine learning, natural language."
"Engineering student in ISE with CGPA 6.2 out of 10. Skilled in JavaScript, React, Node.js, Express.js, REST API, Git. Has completed 6 projects and 2 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in ISE with CGPA 6.2 out of 10. Skilled in JavaScript, React, Node.js, Express.js, REST API, Git. Has completed 6 projects and 2 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment","Engineering student with skills in javascript, rest api, node.js, express, react, git. CGPA 6.2."
"Engineering professional skilled in python, react, azure. Targeting a role in Frontend and UI Development. Focus area: Frontend Developer React Python.",SWE_FRONTEND,postings,9,"Engineering professional skilled in python, react, azure","Engineering student with skills in python, react, azure."
"Engineering professional skilled in oracle, hive, etl. Targeting a role in Data Engineering and Pipelines. Focus area: Etl Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in oracle, hive, etl","Engineering student with skills in oracle, hive."
"Engineering professional skilled in javascript, serverless, devops, .net, sql, aws, c#. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Lead Cloud Engineer / Architect Aws.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in javascript, serverless, devops, .net, sql, aws, c#","Engineering student with skills in javascript, devops, sql, aws, c#."
"Engineering professional skilled in oracle, agile, scrum, sql. Targeting a role in Data Engineering and Pipelines. Focus area: Pl/Sql Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in oracle, agile, scrum, sql","Engineering student with skills in oracle, agile, scrum, sql."
"Engineering professional skilled in devops, sql, aws. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Sql Server Database Aws Cloud Engineer.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, sql, aws","Engineering student with skills in devops, sql, aws."
"Engineering professional skilled in postgresql, spring, devops, java. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Lead Site Reliability Engineer -Sre.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in postgresql, spring, devops, java","Engineering student with skills in postgresql, spring, devops, java."
"Engineering professional skilled in python, linux, agile, scrum, iot. Targeting a role in Embedded Systems and IoT. Focus area: Firmware Engineer Embedded Systems.",EMBEDDED_IOT,postings,5,"Engineering professional skilled in python, linux, agile, scrum, iot","Engineering student with skills in python, linux, agile, scrum."
Engineering professional skilled in dashboard. Targeting a role in Data Engineering and Pipelines. Focus area: Data Engineering Analyst.,DATA_ENGINEER,postings,3,Engineering professional skilled in dashboard,Engineering student. Engineering professional skilled in dashboard
"Engineering professional skilled in continuous integration, spring boot, angular, spring, oracle, docker, java, sql. Targeting a role in Full Stack Web Development. Focus area: Principal Full Stack Engineer.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in continuous integration, spring boot, angular, spring, oracle, docker, java, sql","Engineering student with skills in spring boot, angular, spring, oracle, docker, java, sql."
"Engineering professional skilled in design patterns, javascript, node.js, nodejs, agile, node. Targeting a role in Backend and Server-side Development. Focus area: Nodejs Backend Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in design patterns, javascript, node.js, nodejs, agile, node","Engineering student with skills in design patterns, javascript, node.js, nodejs, agile."
"Engineering student in ISE with CGPA 6.9 out of 10. Skilled in JavaScript, React, Node.js, Git, REST API, Express.js. Has completed 4 projects and 1 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment.",FULLSTACK_DEV,synthetic_college,6,"Engineering student in ISE with CGPA 6.9 out of 10. Skilled in JavaScript, React, Node.js, Git, REST API, Express.js. Has completed 4 projects and 1 internship(s). Targeting Full Stack Web Development roles. Prefers mid-size product startup work environment","Engineering student with skills in javascript, rest api, node.js, express, react, git. CGPA 6.9."
Engineering graduate in Commerce and Management with CGPA 5.8 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 5.8 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 5.8 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 5.8.
"Engineering professional skilled in node.js, nodejs, excel, node, .net. Targeting a role in Backend and Server-side Development. Focus area: Senior Software Engineer Nodejs Net.",SWE_BACKEND,postings,8,"Engineering professional skilled in node.js, nodejs, excel, node, .net","Engineering student with skills in node.js, nodejs, excel."
"Engineering professional skilled in dashboard, graphql, tableau, java, jira, sql, c#. Targeting a role in Backend and Server-side Development. Focus area: Software Engineer In Test Automation.",SWE_BACKEND,postings,8,"Engineering professional skilled in dashboard, graphql, tableau, java, jira, sql, c#","Engineering student with skills in graphql, tableau, java, jira, sql, c#."
Engineering graduate in Commerce and Management with CGPA 6.0 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 6.0 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 6.0.
"Engineering professional skilled in information security, cybersecurity, javascript, kubernetes, ci/cd, java, helm, css. Targeting a role in Cybersecurity and Information Security. Focus area: Devsecops Engineer - Hybrid.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, cybersecurity, javascript, kubernetes, ci/cd, java, helm, css","Engineering student with skills in information security, cybersecurity, javascript, kubernetes, ci/cd, java, css."
Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Backend and Server-side Development roles.,SWE_BACKEND,placement,8,Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Backend and Server-side Development roles,Engineering student. Engineering graduate in General Studies with CGPA 6.5 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Backend and Server-side Development roles CGPA 6.5.
"Engineering professional skilled in information security, system design, cybersecurity. Targeting a role in Cybersecurity and Information Security. Focus area: Sr Cloud Security Architect 100 Onsite Role.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, system design, cybersecurity","Engineering student with skills in information security, cybersecurity, system design."
"Engineering professional skilled in shell scripting, jenkins, grafana, devops, azure, ci/cd, go. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Azure Devops.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in shell scripting, jenkins, grafana, devops, azure, ci/cd, go","Engineering student with skills in jenkins, devops, azure, ci/cd, go."
"Engineering professional skilled in databricks, python, azure. Targeting a role in Data Engineering and Pipelines. Focus area: Azure Data Engineer Full Time.",DATA_ENGINEER,postings,3,"Engineering professional skilled in databricks, python, azure","Engineering student with skills in databricks, python, azure."
"Engineering professional skilled in postgresql, redshift, dynamodb, mysql, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Lead Database Engineer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in postgresql, redshift, dynamodb, mysql, aws","Engineering student with skills in postgresql, dynamodb, redshift, mysql, aws."
Engineering professional skilled in node. Targeting a role in Backend and Server-side Development. Focus area: Senior Backend Engineer Ts Node Js.,SWE_BACKEND,postings,8,Engineering professional skilled in node,Engineering student. Engineering professional skilled in node
"Engineering professional skilled in asp.net, azure, .net, sql, c#. Targeting a role in Data Engineering and Pipelines. Focus area: C Sql Developer.",DATA_ENGINEER,postings,3,"Engineering professional skilled in asp.net, azure, .net, sql, c#","Engineering student with skills in asp.net, azure, sql, c#."
"Engineering professional skilled in project management, data analytics, data analysis. Targeting a role in Data Analytics and Business Intelligence. Focus area: Ecommerce Data Analyst.",DATA_ANALYST,postings,2,"Engineering professional skilled in project management, data analytics, data analysis","Engineering student with skills in project management, data analysis."
"Engineering professional skilled in databricks, kubernetes, power bi, airflow, python, devops, spark, azure. Targeting a role in Data Engineering and Pipelines. Focus area: Databricks Data Architect.",DATA_ENGINEER,postings,3,"Engineering professional skilled in databricks, kubernetes, power bi, airflow, python, devops, spark, azure","Engineering student with skills in databricks, kubernetes, power bi, airflow, python, devops, spark, azure."
"Engineering professional skilled in system design, jenkins, devops, agile, jira. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Middleware Engineer With Devops.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in system design, jenkins, devops, agile, jira","Engineering student with skills in system design, jenkins, devops, agile, jira."
"Engineering professional skilled in product management, agile, java. Targeting a role in Product Management and Strategy. Focus area: Product Owner Atlanta.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, agile, java","Engineering student with skills in product management, agile, java."
"Engineering professional skilled in hadoop, spark, hive. Targeting a role in Data Engineering and Pipelines. Focus area: Data Engineer Ii.",DATA_ENGINEER,postings,3,"Engineering professional skilled in hadoop, spark, hive","Engineering student with skills in hadoop, spark, hive."
Engineering graduate in Commerce and Management with CGPA 6.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Commerce and Management with CGPA 6.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Commerce and Management with CGPA 6.6 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 6.6.
